person_id,income,debt,late_payments,loan_amount
ID_2554,6674,36,2,440991
ID_2555,6849,1203,4,467890
ID_2556,8537,4676,8,48970
ID_2557,13326,1891,3,249096
ID_2558,7253,3589,8,86239
ID_2559,8620,616,7,436135
ID_2560,2428,2333,9,80439
ID_2561,8849,3049,7,88285
ID_2562,11726,1033,9,346370
ID_2563,12439,4739,5,116319
ID_2564,3107,4151,0,260330
ID_2565,11704,2585,2,318374
ID_2566,3421,1931,5,127971
ID_2567,2732,4212,6,306408
ID_2568,12624,4285,8,252262
ID_2569,9965,849,7,397650
ID_2570,5197,4198,4,371756
ID_2571,2386,4897,9,339001
ID_2572,7767,311,9,293789
ID_2573,4772,4283,1,64337
ID_2574,9743,987,3,101887
ID_2575,4504,4339,8,31737
ID_2576,10349,4775,5,475319
ID_2577,8642,2874,8,194424
ID_2578,13681,4445,2,337945
ID_2579,3643,1325,4,36244
ID_2580,12036,557,0,145287
ID_2581,8663,3591,4,202132
ID_2582,9924,1017,5,347963
ID_2583,11098,2744,8,282731
ID_2584,11133,4360,1,17030
ID_2585,5897,1779,8,150857
ID_2586,12085,2517,2,125582
ID_2587,8119,4315,8,378756
ID_2588,6301,3253,4,71763
ID_2589,4487,578,2,166194
ID_2590,12495,3912,8,205428
ID_2591,2177,2436,7,70633
ID_2592,8404,2906,5,55658
ID_2593,5498,3076,9,242362
ID_2594,6729,4330,0,480941
ID_2595,5905,3007,3,67689
ID_2596,12734,2396,8,223168
ID_2597,8009,4468,5,231314
ID_2598,4601,2679,1,345300
ID_2599,9806,3909,9,207101
ID_2600,6855,596,2,301409
ID_2601,13698,1688,6,71948
ID_2602,12779,3098,0,357142
ID_2603,9307,3444,9,200343
ID_2604,2474,1653,4,93933
ID_2605,11010,4445,9,303309
ID_2606,11492,1148,2,275463
ID_2607,5190,421,8,425105
ID_2608,3824,2708,3,422913
ID_2609,13629,1797,9,58898
ID_2610,13902,1840,8,19772
ID_2611,8347,606,6,209172
ID_2612,13951,3036,2,240521
ID_2613,12298,1060,6,194489
ID_2614,6813,3988,1,299158
ID_2615,3969,3050,9,497841
ID_2616,6053,4970,3,64842
ID_2617,2196,4084,3,378083
ID_2618,3277,904,2,256259
ID_2619,8565,326,8,346504
ID_2620,12624,4804,8,461322
ID_2621,5689,3098,4,499203
ID_2622,13264,4053,8,463394
ID_2623,5120,4819,9,491049
ID_2624,2333,4328,2,291771
ID_2625,3175,170,9,422241
ID_2626,9042,372,6,171531
ID_2627,12441,943,8,464986
ID_2628,5959,3025,9,268954
ID_2629,11485,4843,3,45154
ID_2630,11162,3564,7,380526
ID_2631,5759,3718,7,451419
ID_2632,5773,4106,0,431332
ID_2633,14968,4189,4,42918
ID_2634,2790,4908,2,195127
ID_2635,14025,4449,9,111440
ID_2636,12557,2547,0,123210
ID_2637,12060,2722,6,321353
ID_2638,9390,3496,1,456241
ID_2639,2503,3986,2,367100
ID_2640,14433,1791,4,146599
ID_2641,13528,4769,6,141715
ID_2642,3937,181,3,47047
ID_2643,5833,4110,6,274839
ID_2644,3681,4325,0,158264
ID_2645,6504,327,5,176704
ID_2646,10689,1172,2,18916
ID_2647,14381,4916,7,121043
ID_2648,10100,219,9,368037
ID_2649,6522,3624,5,183894
ID_2650,13888,294,0,48906
ID_2651,4400,4620,9,35478
ID_2652,9704,4224,7,342343
ID_2653,6207,803,1,215709
ID_2654,14240,4567,1,261797
ID_2655,7617,3429,1,153036
ID_2656,13458,1671,4,435092
ID_2657,12797,4495,3,491009
ID_2658,14981,1177,1,169584
ID_2659,7613,858,1,257735
ID_2660,3793,285,8,218660
ID_2661,9280,2717,6,425607
ID_2662,7873,1054,3,354494
ID_2663,8428,932,8,96228
ID_2664,6326,4937,3,286432
ID_2665,6167,3259,0,294551
ID_2666,14914,3143,0,357175
ID_2667,14796,1808,7,289126
ID_2668,2734,1841,4,467986
ID_2669,4573,3842,1,183006
ID_2670,2352,3541,3,12939
ID_2671,8508,2470,1,286746
ID_2672,10085,2415,1,48224
ID_2673,3514,1164,0,196192
ID_2674,12743,1281,8,280657
ID_2675,13872,4128,6,192512
ID_2676,11978,829,7,408704
ID_2677,6261,2109,2,151047
ID_2678,3590,1169,7,311781
ID_2679,3582,4428,4,78096
ID_2680,14544,198,4,216605
ID_2681,12859,3177,4,85097
ID_2682,4353,3160,9,391740
ID_2683,14718,990,6,98087
ID_2684,7816,1230,5,149117
ID_2685,6661,2781,8,438428
ID_2686,12807,1579,4,313708
ID_2687,6267,1953,9,14340
ID_2688,11465,3368,3,160644
ID_2689,4939,1088,8,439629
ID_2690,5728,1330,9,194865
ID_2691,3072,4449,0,138054
ID_2692,13883,2204,5,215225
ID_2693,11763,4890,5,157770
ID_2694,8537,1172,8,74860
ID_2695,11064,4253,3,247906
ID_2696,13492,2186,9,416883
ID_2697,3476,2997,9,106666
ID_2698,2849,4300,9,317195
ID_2699,9582,4328,0,426725
ID_2700,13309,3250,4,56916
ID_2701,4366,765,9,179808
ID_2702,4564,236,7,450622
ID_2703,10817,3580,4,171703
ID_2704,4861,11,9,317133
ID_2705,2979,1009,2,221193
ID_2706,7912,471,8,495619
ID_2707,6014,3697,4,371943
ID_2708,5746,4244,9,10248
ID_2709,3783,2875,1,467265
ID_2710,8876,635,4,478530
ID_2711,12971,3756,7,83787
ID_2712,5300,2880,9,274969
ID_2713,4049,3715,1,171324
ID_2714,10946,3258,8,303802
ID_2715,2031,771,5,253609
ID_2716,9528,2823,7,474915
ID_2717,13184,1628,9,66368
ID_2718,13579,3784,7,334816
ID_2719,6902,4313,1,389883
ID_2720,3671,3447,3,231118
ID_2721,7124,2075,7,270270
ID_2722,8001,1639,0,325278
ID_2723,9082,1733,5,69591
ID_2724,9607,2081,1,127596
ID_2725,8681,3483,5,128428
ID_2726,3106,3445,8,259972
ID_2727,14694,3657,2,152112
ID_2728,13219,2529,6,13913
ID_2729,4779,2300,1,192731
ID_2730,6175,1546,5,101691
ID_2731,9368,2104,8,436662
ID_2732,13567,4747,1,270036
ID_2733,12040,1618,6,497264
ID_2734,11544,3819,5,164224
ID_2735,11435,1383,4,277714
ID_2736,3970,2178,5,434905
ID_2737,11000,3638,2,27674
ID_2738,6937,3935,5,409460
ID_2739,8350,4614,0,466189
ID_2740,3012,1631,7,162711
ID_2741,12045,3276,0,419678
ID_2742,4836,592,5,59519
ID_2743,7652,2276,7,17836
ID_2744,5809,202,1,398674
ID_2745,8875,4152,5,411229
ID_2746,14052,4265,5,104804
ID_2747,6008,1353,8,442642
ID_2748,5887,98,6,24379
ID_2749,9046,4875,7,72001
ID_2750,5533,1209,8,343171
ID_2751,7383,364,0,268724
ID_2752,6042,4001,1,440888
ID_2753,2956,1677,9,281478
ID_2754,10707,4491,0,157281
ID_2755,5415,1210,8,420319
ID_2756,13189,917,1,253582
ID_2757,5143,881,8,13101
ID_2758,14228,819,5,123364
ID_2759,11850,660,8,123725
ID_2760,5911,2681,6,272254
ID_2761,9070,681,0,13034
ID_2762,9721,1113,1,461827
ID_2763,6628,4818,4,461622
ID_2764,11971,2252,2,39259
ID_2765,12501,4405,2,251306
ID_2766,13933,2572,3,279478
ID_2767,10003,61,3,279419
ID_2768,8494,2484,2,441551
ID_2769,2379,382,5,425055
ID_2770,13738,4436,2,35762
ID_2771,10756,804,9,410336
ID_2772,3613,3813,9,82590
ID_2773,7183,1827,8,184368
ID_2774,9251,4095,5,112103
ID_2775,10172,2313,6,270779
ID_2776,14865,4717,5,205989
ID_2777,9048,4211,6,79634
ID_2778,4723,1050,0,122023
ID_2779,8550,2428,5,12227
ID_2780,6006,1435,5,381182
ID_2781,3892,348,2,225857
ID_2782,11822,2922,3,111516
ID_2783,10009,928,1,417319
ID_2784,8457,2464,4,109112
ID_2785,6404,1883,1,288982
ID_2786,8759,2160,5,299590
ID_2787,10284,1986,8,307071
ID_2788,10011,4101,2,317951
ID_2789,9941,1069,9,112994
ID_2790,10115,2909,0,441628
ID_2791,5007,524,7,120290
ID_2792,14799,861,6,335833
ID_2793,10796,3392,4,471035
ID_2794,9411,4266,5,430012
ID_2795,8330,2661,6,325838
ID_2796,13549,3588,9,231994
ID_2797,8268,598,6,411803
ID_2798,5185,4744,3,190324
ID_2799,7362,1573,1,255344
ID_2800,13621,2045,7,189734
ID_2801,7013,2143,4,151051
ID_2802,14473,2583,0,311029
ID_2803,13244,1200,9,367470
ID_2804,13747,2918,9,283227
ID_2805,7242,2399,6,266656
ID_2806,11254,735,6,27122
ID_2807,13858,2398,0,496941
ID_2808,7427,3431,5,283777
ID_2809,9725,3764,9,298484
ID_2810,8394,2807,5,479880
ID_2811,11092,87,8,16208
ID_2812,14485,156,9,416543
ID_2813,4874,1247,4,177443
ID_2814,4466,2517,4,399970
ID_2815,5357,4318,6,379280
ID_2816,14718,846,7,332361
ID_2817,4229,1893,9,327623
ID_2818,9049,2602,6,114663
ID_2819,4823,4049,4,287628
ID_2820,14946,2372,5,102605
ID_2821,4209,23,8,407786
ID_2822,13306,1719,5,160031
ID_2823,9901,1636,5,214801
ID_2824,2333,2713,6,154053
ID_2825,4376,3964,4,45773
ID_2826,3908,4115,4,499910
ID_2827,8992,4812,7,159626
ID_2828,13865,1227,2,418128
ID_2829,7827,3057,1,287797
ID_2830,4201,1559,6,115169
ID_2831,4332,3821,6,223755
ID_2832,7580,2866,9,392760
ID_2833,4079,4193,4,54511
ID_2834,13464,4202,4,341958
ID_2835,7744,397,3,373319
ID_2836,4959,3754,0,407921
ID_2837,3343,1944,5,178733
ID_2838,10069,770,8,381655
ID_2839,5981,3818,6,51515
ID_2840,10346,2695,1,178546
ID_2841,14324,4340,8,175654
ID_2842,11836,2085,3,174643
ID_2843,13033,4342,1,403913
ID_2844,4024,2267,6,498303
ID_2845,7992,4212,6,237221
ID_2846,13449,4919,9,134724
ID_2847,8743,4760,5,85250
ID_2848,12107,976,7,41304
ID_2849,3201,1898,4,162889
ID_2850,8479,4006,9,62042
ID_2851,3663,3864,0,334317
ID_2852,2885,104,8,369657
ID_2853,9037,1550,8,137082
ID_2854,6395,3562,0,381368
ID_2855,3112,4679,2,467321
ID_2856,5064,4767,9,201921
ID_2857,5277,2580,9,447708
ID_2858,10028,3469,8,109050
ID_2859,5839,1720,3,259421
ID_2860,9681,1722,9,436966
ID_2861,10855,1887,9,440102
ID_2862,11682,4365,9,392639
ID_2863,5457,1895,6,215009
ID_2864,7213,3211,9,86542
ID_2865,9064,1005,8,316318
ID_2866,11400,1579,9,44171
ID_2867,10985,636,6,164102
ID_2868,14964,3654,4,366213
ID_2869,5286,3309,8,10833
ID_2870,6275,3452,0,345877
ID_2871,8524,634,3,271502
ID_2872,14174,4915,2,288790
ID_2873,10596,4721,1,302285
ID_2874,14042,1470,7,122124
ID_2875,11560,1662,7,421707
ID_2876,12564,4673,8,370274
ID_2877,8923,2818,5,295750
ID_2878,6006,1275,1,84765
ID_2879,11570,387,8,96949
ID_2880,6806,4884,2,283825
ID_2881,10702,177,6,105511
ID_2882,14975,4289,6,393272
ID_2883,12310,2369,9,262617
ID_2884,11452,27,7,157647
ID_2885,2319,978,9,71488
ID_2886,4257,2628,5,357952
ID_2887,9307,3534,9,143480
ID_2888,8708,4485,3,364594
ID_2889,2915,2621,6,389598
ID_2890,6837,1098,3,136886
ID_2891,9583,1526,9,491883
ID_2892,10054,1354,4,242075
ID_2893,5900,2751,5,159416
ID_2894,9729,4200,5,468499
ID_2895,11076,1452,4,73119
ID_2896,12596,4208,1,250217
ID_2897,12209,3189,5,57067
ID_2898,12563,3513,3,152947
ID_2899,12489,4993,2,321900
ID_2900,3467,509,2,77350
ID_2901,3241,3109,3,264831
ID_2902,14350,2758,5,216512
ID_2903,12017,1756,3,284493
ID_2904,6171,1173,2,166721
ID_2905,7426,3822,6,374077
ID_2906,2147,3785,8,28121
ID_2907,11612,3244,4,202566
ID_2908,6918,4175,6,380391
ID_2909,8456,2408,5,21740
ID_2910,9542,3460,7,306784
ID_2911,9921,2863,2,300484
ID_2912,8494,2346,8,167320
ID_2913,9912,4611,7,83237
ID_2914,2460,3029,1,117127
ID_2915,10448,1027,0,122500
ID_2916,5645,2356,5,46247
ID_2917,6657,2120,3,255784
ID_2918,14416,3135,6,222122
ID_2919,12846,1558,0,287899
ID_2920,7684,580,3,368083
ID_2921,12266,1074,5,295169
ID_2922,8379,4134,5,87321
ID_2923,3516,584,6,195920
ID_2924,14165,1398,3,77468
ID_2925,7200,3210,6,272146
ID_2926,2958,3106,3,145549
ID_2927,9983,1982,6,237587
ID_2928,14351,2395,4,254040
ID_2929,8231,2017,2,84311
ID_2930,11972,4575,8,187770
ID_2931,10980,3770,3,298487
ID_2932,11228,3157,6,331531
ID_2933,2380,1621,6,212719
ID_2934,4845,773,7,254468
ID_2935,4700,2424,8,87965
ID_2936,4183,1170,5,141614
ID_2937,12479,1819,6,441310
ID_2938,6217,3693,8,35540
ID_2939,13746,3589,3,165424
ID_2940,13181,4204,3,413846
ID_2941,13614,2450,7,359742
ID_2942,3682,73,0,278910
ID_2943,5939,2563,0,351120
ID_2944,12495,2904,9,147738
ID_2945,2732,701,5,392207
ID_2946,2352,169,2,215752
ID_2947,14906,2768,3,474109
ID_2948,8614,2425,7,374903
ID_2949,13110,102,6,108484
ID_2950,3559,948,1,371428
ID_2951,11377,4820,3,24085
ID_2952,10237,1720,7,58538
ID_2953,14310,4110,1,407639
ID_2954,13337,126,6,121876
ID_2955,3267,2567,5,37812
ID_2956,11798,839,9,339076
ID_2957,9057,485,2,143369
ID_2958,10990,1877,2,30823
ID_2959,7952,864,3,196101
ID_2960,12323,2537,5,90789
ID_2961,13738,3146,5,286959
ID_2962,8342,95,2,101455
ID_2963,5730,2230,0,407240
ID_2964,8096,3350,6,456185
ID_2965,7271,869,4,202330
ID_2966,3947,3476,3,412028
ID_2967,3620,2700,5,244211
ID_2968,10579,2805,4,118627
ID_2969,2534,1014,3,457119
ID_2970,9411,1373,6,174388
ID_2971,13231,883,0,154978
ID_2972,2383,550,6,95229
ID_2973,3609,1020,9,370803
ID_2974,9916,3258,5,297480
ID_2975,11531,2505,7,120723
ID_2976,5528,3742,6,401121
ID_2977,13149,2118,0,266864
ID_2978,2688,456,5,376106
ID_2979,8146,1425,4,427735
ID_2980,11610,3609,6,310297
ID_2981,13383,3984,5,446323
ID_2982,5059,4268,5,153555
ID_2983,3848,4200,5,241661
ID_2984,9217,3400,9,351021
ID_2985,4650,4074,3,48877
ID_2986,2403,3714,8,44733
ID_2987,11722,3131,1,370373
ID_2988,3076,1971,9,77338
ID_2989,4100,445,6,393554
ID_2990,4855,4749,6,27339
ID_2991,5445,2346,6,75583
ID_2992,9003,691,9,99727
ID_2993,7671,2805,7,350529
ID_2994,12195,3768,8,225099
ID_2995,13956,232,8,50094
ID_2996,6852,2019,5,323390
ID_2997,3769,3103,4,172983
ID_2998,7038,3327,9,101351
ID_2999,5382,1774,5,386098
ID_3000,2542,873,4,24049
ID_3001,9573,3203,7,66341
ID_3002,3224,2581,5,195781
ID_3003,4955,4601,6,289962
ID_3004,10033,4255,9,29762
ID_3005,2664,1956,7,435839
ID_3006,5314,1150,3,315479
ID_3007,2638,1072,9,65310
ID_3008,4020,872,2,236745
ID_3009,14220,4726,5,44276
ID_3010,7779,4337,2,407102
ID_3011,12191,574,4,172041
ID_3012,12333,4589,0,21988
ID_3013,4804,3370,2,486616
ID_3014,5954,3682,8,112060
ID_3015,11894,3723,8,452895
ID_3016,2749,3965,5,351922
ID_3017,4857,3429,6,481941
ID_3018,11446,3827,3,417118
ID_3019,10596,3882,4,135224
ID_3020,14840,1973,8,124584
ID_3021,2619,3188,9,486661
ID_3022,7753,4267,6,369403
ID_3023,4600,3842,9,271384
ID_3024,6221,1162,2,289392
ID_3025,10445,130,6,237789
ID_3026,11170,127,2,126841
ID_3027,5441,2212,4,288625
ID_3028,3968,1103,4,75842
ID_3029,4732,233,2,68053
ID_3030,9442,1354,8,247685
ID_3031,13628,4059,4,280261
ID_3032,3296,2369,9,403587
ID_3033,12033,1652,2,19007
ID_3034,6414,1985,9,74447
ID_3035,4352,4537,3,80950
ID_3036,7062,2791,9,375738
ID_3037,9484,1077,1,213489
ID_3038,8683,2292,9,304988
ID_3039,4119,2270,0,448142
ID_3040,13615,126,6,226773
ID_3041,7265,1742,8,356395
ID_3042,4774,891,0,477507
ID_3043,7140,3814,4,359173
ID_3044,5117,3,3,396001
ID_3045,12682,2216,4,266258
ID_3046,11811,913,4,336963
ID_3047,8650,3230,4,204224
ID_3048,11942,1816,8,464841
ID_3049,9963,2650,6,242666
ID_3050,11306,863,8,216803
ID_3051,3760,1477,2,457820
ID_3052,5154,3505,0,452604
ID_3053,13130,4423,5,109261
ID_3054,3970,1296,0,85116
ID_3055,5365,1793,2,71904
ID_3056,9914,4076,1,319789
ID_3057,13267,2431,3,283641
ID_3058,5178,4839,9,156881
ID_3059,3862,3416,2,231832
ID_3060,4235,739,7,107000
ID_3061,10697,2658,3,354766
ID_3062,8382,2226,0,409425
ID_3063,9227,4790,4,342857
ID_3064,14869,1992,8,355520
ID_3065,7163,2439,6,369014
ID_3066,6354,408,7,341001
ID_3067,3074,4877,6,105172
ID_3068,9993,1715,4,249971
ID_3069,12931,1682,1,317801
ID_3070,9500,2730,5,101222
ID_3071,4630,821,4,94155
ID_3072,9086,3564,0,435946
ID_3073,2451,2976,6,77747
ID_3074,2028,3059,7,260730
ID_3075,7782,141,2,112670
ID_3076,3490,1267,2,226080
ID_3077,7782,895,8,456134
ID_3078,9801,2142,2,484209
ID_3079,5961,1262,4,341489
ID_3080,6209,1148,4,172592
ID_3081,4253,4896,9,379907
ID_3082,4651,2365,9,262099
ID_3083,14444,1383,4,490035
ID_3084,6133,700,7,193447
ID_3085,7250,738,4,286618
ID_3086,4460,3606,7,496508
ID_3087,9471,2101,6,158636
ID_3088,8082,2464,8,490669
ID_3089,3649,2154,2,263762
ID_3090,3551,2128,1,262795
ID_3091,5730,4829,0,350954
ID_3092,9430,641,8,248785
ID_3093,8584,2574,5,439688
ID_3094,14628,1327,9,23213
ID_3095,9084,4427,4,402175
ID_3096,4289,1773,0,236664
ID_3097,7027,4263,9,478257
ID_3098,3255,3743,7,218386
ID_3099,5489,3091,6,260755
ID_3100,7519,642,2,269449
ID_3101,4306,1974,3,233770
ID_3102,8331,1422,8,124979
ID_3103,6815,2950,5,467568
ID_3104,9560,2071,8,491080
ID_3105,11090,147,7,32263
ID_3106,5442,684,0,110176
ID_3107,2486,3578,3,271346
ID_3108,14507,4729,0,195485
ID_3109,2915,860,9,37935
ID_3110,14254,151,8,337027
ID_3111,2386,2287,9,58007
ID_3112,11606,4956,6,384764
ID_3113,8535,974,1,239219
ID_3114,8292,391,4,323676
ID_3115,7306,3576,9,50811
ID_3116,6920,3016,9,462230
ID_3117,3378,3904,7,241581
ID_3118,10636,600,4,245330
ID_3119,14365,791,9,70537
ID_3120,13906,1718,7,251391
ID_3121,8059,1450,9,288163
ID_3122,7147,3592,0,389321
ID_3123,11261,3470,8,136233
ID_3124,4488,343,3,104359
ID_3125,5450,1406,7,486831
ID_3126,9658,3107,4,23238
ID_3127,9022,2551,2,110120
ID_3128,12441,1669,9,45588
ID_3129,3882,3168,6,287499
ID_3130,5346,2539,1,191483
ID_3131,2552,2794,8,269305
ID_3132,2840,514,2,427554
ID_3133,7855,2343,1,57897
ID_3134,9321,747,7,389622
ID_3135,4857,2014,5,313236
ID_3136,11671,2531,3,44126
ID_3137,5569,1280,4,193571
ID_3138,12639,793,0,240568
ID_3139,2994,3330,3,291882
ID_3140,12937,2107,3,405987
ID_3141,7784,2369,0,132217
ID_3142,4871,4428,2,261021
ID_3143,13720,4256,9,444354
ID_3144,12322,1585,4,197225
ID_3145,4891,760,8,150594
ID_3146,4477,258,0,466863
ID_3147,7269,2226,6,184762
ID_3148,4702,4758,7,433130
ID_3149,6878,1428,2,471982
ID_3150,14197,1238,7,272798
ID_3151,3873,2684,4,130842
ID_3152,11401,458,2,385199
ID_3153,4367,1807,3,73749
ID_3154,2437,283,8,207473
ID_3155,14681,1547,3,409205
ID_3156,6434,2639,7,381570
ID_3157,10890,2647,4,470703
ID_3158,4749,139,2,16854
ID_3159,9084,3826,0,84426
ID_3160,10361,1150,6,269554
ID_3161,12271,3107,7,495309
ID_3162,8770,1391,9,396346
ID_3163,4587,4990,5,139231
ID_3164,14952,2249,5,21532
ID_3165,11737,3165,7,473342
ID_3166,3700,4745,6,254007
ID_3167,5295,11,8,109499
ID_3168,9157,3804,2,220485
ID_3169,6923,535,4,60169
ID_3170,14085,1538,9,402690
ID_3171,13532,4378,6,83582
ID_3172,8364,2037,7,317777
ID_3173,2558,128,4,460211
ID_3174,14226,3611,8,67368
ID_3175,13231,3714,9,223777
ID_3176,4190,2462,7,104925
ID_3177,11345,799,0,72769
ID_3178,14322,1500,0,349062
ID_3179,3156,1384,4,101701
ID_3180,13078,4759,5,210874
ID_3181,12503,4522,5,242072
ID_3182,6840,783,6,163686
ID_3183,9762,951,5,251983
ID_3184,3439,601,1,230840
ID_3185,5414,1244,3,278426
ID_3186,8076,4423,7,222708
ID_3187,9734,1796,7,173682
ID_3188,5001,444,2,178123
ID_3189,2923,988,0,300299
ID_3190,2749,772,2,171212
ID_3191,10562,3414,7,435969
ID_3192,12616,2567,5,14297
ID_3193,7241,3413,9,416343
ID_3194,14896,3484,3,452518
ID_3195,6849,3181,6,399890
ID_3196,9157,2604,7,106481
ID_3197,13814,564,1,89051
ID_3198,9657,2352,1,284823
ID_3199,11288,2186,2,75374
ID_3200,9566,3430,7,492298
ID_3201,7620,4019,7,342764
ID_3202,7895,1993,1,452492
ID_3203,12411,181,8,62370
ID_3204,14919,1518,6,334128
ID_3205,7959,1689,1,457718
ID_3206,10015,1639,8,347114
ID_3207,4986,4027,2,11438
ID_3208,7426,3327,3,473107
ID_3209,11955,3217,0,104783
ID_3210,14747,4070,3,314726
ID_3211,11577,2616,9,344467
ID_3212,4106,257,4,34764
ID_3213,9821,3050,4,402021
ID_3214,2133,3339,1,246282
ID_3215,10825,3199,8,413623
ID_3216,8327,796,7,106516
ID_3217,3377,234,8,237869
ID_3218,13928,3927,8,159655
ID_3219,8381,3834,2,436371
ID_3220,2132,4497,6,368112
ID_3221,2570,521,5,87109
ID_3222,2822,1987,3,369733
ID_3223,11956,1498,0,26117
ID_3224,14297,3324,2,273600
ID_3225,3722,620,3,232697
ID_3226,14039,4129,1,138433
ID_3227,6118,4325,7,415055
ID_3228,12590,2317,6,188766
ID_3229,6012,2397,6,43978
ID_3230,9464,2938,9,290740
ID_3231,14341,947,9,125346
ID_3232,5828,3380,6,70182
ID_3233,9011,4059,2,465750
ID_3234,13995,606,5,61274
ID_3235,7318,3364,4,21581
ID_3236,7058,4380,0,397086
ID_3237,8819,3655,9,245856
ID_3238,9872,1555,9,176627
ID_3239,10878,4655,7,288801
ID_3240,13756,74,2,104955
ID_3241,6998,4253,6,189047
ID_3242,12045,3950,7,494137
ID_3243,5491,1997,2,308981
ID_3244,5375,3606,3,119387
ID_3245,5750,3212,7,441849
ID_3246,2386,279,4,432759
ID_3247,7763,2772,1,295996
ID_3248,3777,3758,5,306959
ID_3249,2927,943,3,349170
ID_3250,2308,4904,2,91633
ID_3251,4049,1865,3,134594
ID_3252,7212,4817,0,342143
ID_3253,2452,3885,2,413753
ID_3254,13401,3598,2,328757
ID_3255,10193,4167,6,226135
ID_3256,7521,1687,1,254052
ID_3257,3995,3300,0,380604
ID_3258,10085,1446,1,407834
ID_3259,13640,876,6,165958
ID_3260,8327,2292,7,414464
ID_3261,2883,4566,2,479366
ID_3262,2451,4545,2,33337
ID_3263,14967,2573,0,348290
ID_3264,13171,2025,4,127465
ID_3265,11323,272,3,133126
ID_3266,4620,479,3,305289
ID_3267,2754,3757,8,179970
ID_3268,11630,2181,7,63940
ID_3269,14069,2221,7,429476
ID_3270,3099,108,6,176216
ID_3271,12535,59,5,37821
ID_3272,6905,272,6,321452
ID_3273,14770,4723,0,236430
ID_3274,12956,4245,3,428015
ID_3275,14057,4153,8,411274
ID_3276,9949,367,2,228226
ID_3277,13174,1443,0,35984
ID_3278,9593,1000,6,107663
ID_3279,4016,1894,8,244848
ID_3280,3870,1027,4,458930
ID_3281,4353,1757,2,110490
ID_3282,5710,3440,3,262467
ID_3283,4269,1949,5,220933
ID_3284,3187,4478,0,333770
ID_3285,8791,4360,8,150252
ID_3286,9581,458,5,253414
ID_3287,14793,989,0,187870
ID_3288,2234,852,7,280982
ID_3289,13047,1893,9,69273
ID_3290,7625,1202,4,307173
ID_3291,11077,2552,2,384999
ID_3292,5164,2184,5,38604
ID_3293,9716,3348,3,160962
ID_3294,2225,882,7,446698
ID_3295,10751,4380,7,139542
ID_3296,6690,3800,8,203235
ID_3297,5139,2450,8,189568
ID_3298,2198,3858,7,143917
ID_3299,9671,871,8,185701
ID_3300,14376,2977,2,92213
ID_3301,2485,4284,6,348308
ID_3302,5136,2170,3,44685
ID_3303,6569,2183,0,181291
ID_3304,4028,4219,0,320656
ID_3305,8314,1637,7,47311
ID_3306,9321,475,2,334710
ID_3307,14622,2968,6,79357
ID_3308,6336,1993,0,238238
ID_3309,4447,4071,2,270540
ID_3310,8597,18,0,53653
ID_3311,4420,4282,5,472490
ID_3312,12135,2884,3,32751
ID_3313,10031,1407,0,471262
ID_3314,8668,733,5,352342
ID_3315,2999,4505,2,237195
ID_3316,2408,4815,3,25635
ID_3317,7550,51,3,491338
ID_3318,6010,1049,1,94789
ID_3319,6398,4702,8,394302
ID_3320,9077,4092,3,100956
ID_3321,12775,354,6,367084
ID_3322,7833,2480,2,121538
ID_3323,10314,4625,3,346046
ID_3324,13431,2968,8,405548
ID_3325,8282,1332,4,90853
ID_3326,4441,4204,3,74925
ID_3327,8745,4802,3,313076
ID_3328,11646,4619,3,197352
ID_3329,5074,2042,8,354936
ID_3330,10564,133,8,362092
ID_3331,2394,836,6,394255
ID_3332,14844,939,0,219991
ID_3333,6487,4548,7,57072
ID_3334,9169,4063,1,18397
ID_3335,3458,2645,8,208433
ID_3336,7106,4608,9,454087
ID_3337,5354,1134,2,56024
ID_3338,5725,3569,1,289338
ID_3339,7219,2152,5,356116
ID_3340,10740,1680,7,311437
ID_3341,10507,3434,7,62211
ID_3342,3209,3092,3,414968
ID_3343,11598,2566,7,29669
ID_3344,7217,3739,6,467338
ID_3345,11269,3885,9,338039
ID_3346,7667,2515,2,45798
ID_3347,11657,3183,9,251134
ID_3348,2069,3520,0,146647
ID_3349,9961,4114,0,304254
ID_3350,8722,4178,7,194252
ID_3351,4442,2253,7,115356
ID_3352,11732,592,7,390442
ID_3353,6323,816,7,441825
ID_3354,5242,4426,8,389785
ID_3355,5816,2774,0,376425
ID_3356,13184,551,3,217624
ID_3357,14634,3106,8,224074
ID_3358,11578,4450,2,372844
ID_3359,8165,3187,3,451795
ID_3360,2699,412,5,212090
ID_3361,5824,2109,1,13741
ID_3362,8676,2579,3,101881
ID_3363,7538,1702,1,58510
ID_3364,5375,1874,7,491986
ID_3365,11021,3589,6,142817
ID_3366,8219,1654,8,481117
ID_3367,13541,2706,9,483880
ID_3368,2679,1323,2,428239
ID_3369,10826,367,7,115921
ID_3370,13670,4127,1,324067
ID_3371,10554,2041,3,474899
ID_3372,9629,1283,8,176818
ID_3373,13911,2246,1,57409
ID_3374,4571,1922,9,20645
ID_3375,4791,1484,5,467717
ID_3376,14566,1060,1,143060
ID_3377,13802,1749,5,394940
ID_3378,14493,932,0,194882
ID_3379,12720,219,4,194536
ID_3380,13600,2967,9,499679
ID_3381,2012,1916,2,214455
ID_3382,9086,1268,5,41312
ID_3383,9140,1376,9,202150
ID_3384,8724,2007,0,344663
ID_3385,4628,3167,8,455059
